                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    142,                 1.2309,                  0.612,                0.93197,                0.91245,                0.91054,                0.95813,                0.64949,                 1.2415,                0.60509,                0.93349,             0.00059772,             0.00059772,             0.00059772
                    143,                 1.1714,                0.58999,                0.90921,                0.94144,                0.90884,                0.95999,                 0.6745,                 1.1703,                0.59333,                0.92262,             0.00059405,             0.00059405,             0.00059405
                    144,                 1.1736,                0.60091,                0.92058,                0.92218,                0.93332,                0.96586,                0.67612,                 1.1571,                0.58605,                0.92099,             0.00059039,             0.00059039,             0.00059039
                    145,                 1.1488,                0.57557,                0.91584,                0.93672,                0.93902,                0.96872,                0.68194,                 1.1592,                0.57619,                0.92078,             0.00058672,             0.00058672,             0.00058672
                    146,                 1.1463,                0.58619,                0.90278,                 0.9293,                0.93293,                 0.9653,                 0.6924,                 1.1529,                0.57292,                0.91344,             0.00058305,             0.00058305,             0.00058305
                    147,                 1.0994,                0.56479,                0.89712,                0.93331,                0.92379,                0.96848,                0.69363,                 1.1156,                0.56387,                0.90631,             0.00057939,             0.00057939,             0.00057939
                    148,                  1.096,                0.56453,                0.90083,                0.91853,                  0.951,                0.96688,                  0.695,                  1.089,                0.56312,                0.90253,             0.00057572,             0.00057572,             0.00057572
                    149,                 1.1143,                0.55914,                0.90963,                0.91436,                0.93517,                0.96621,                0.68573,                 1.1123,                0.56455,                0.90924,             0.00057205,             0.00057205,             0.00057205
                    150,                 1.1201,                0.57029,                0.89975,                 0.9153,                0.93754,                0.95861,                0.67331,                  1.185,                0.58433,                0.92143,             0.00056839,             0.00056839,             0.00056839
                    151,                 1.1172,                0.56662,                0.90151,                0.92201,                0.93633,                0.96009,                 0.6818,                 1.1429,                0.58142,                0.91332,             0.00056472,             0.00056472,             0.00056472
                    152,                 1.0906,                  0.542,                 0.9115,                0.94733,                0.93055,                0.96534,                0.69186,                 1.0993,                0.57172,                0.90826,             0.00056105,             0.00056105,             0.00056105
                    153,                 1.0678,                0.53108,                0.89231,                0.94299,                 0.9313,                0.96446,                0.68745,                 1.1148,                0.56603,                0.91253,             0.00055739,             0.00055739,             0.00055739
                    154,                 1.0756,                0.55335,                0.89012,                0.93066,                0.93162,                0.96575,                0.67799,                 1.1907,                0.58156,                0.92357,             0.00055372,             0.00055372,             0.00055372
                    155,                 1.0805,                0.54834,                0.90313,                 0.9332,                0.94554,                 0.9728,                0.68686,                 1.1404,                0.57875,                0.91544,             0.00055006,             0.00055006,             0.00055006
                    156,                 1.0368,                 0.5372,                0.88089,                0.95882,                0.92841,                0.97126,                0.70109,                 1.0891,                0.56781,                0.90519,             0.00054639,             0.00054639,             0.00054639
                    157,                 1.0255,                0.53117,                0.89423,                0.94356,                0.94881,                0.97184,                0.70498,                 1.0964,                0.55834,                0.90398,             0.00054272,             0.00054272,             0.00054272
                    158,                 1.0375,                0.52538,                 0.8834,                0.92818,                0.94048,                0.96808,                0.70518,                 1.0893,                0.55327,                0.90402,             0.00053906,             0.00053906,             0.00053906
                    159,                 1.0581,                0.53991,                0.89311,                0.95065,                0.92256,                0.96493,                0.69405,                 1.1093,                0.56281,                0.90721,             0.00053539,             0.00053539,             0.00053539
                    160,                 1.0571,                0.54031,                0.88422,                 0.9452,                0.93193,                0.96684,                0.69363,                 1.0786,                0.57006,                0.90749,             0.00053172,             0.00053172,             0.00053172
                    161,                  1.045,                0.52923,                0.89521,                0.93015,                0.94273,                0.96838,                0.70086,                 1.0719,                0.56545,                0.90701,             0.00052806,             0.00052806,             0.00052806
                    162,                 1.0389,                0.53632,                  0.898,                0.95508,                0.92668,                0.97426,                0.69958,                 1.1185,                0.56293,                0.91206,             0.00052439,             0.00052439,             0.00052439
                    163,                 1.0212,                0.53011,                0.88066,                0.97099,                0.92439,                0.97419,                0.69958,                 1.1098,                 0.5638,                0.90704,             0.00052073,             0.00052073,             0.00052073
                    164,                 1.0418,                0.52312,                0.88194,                0.95293,                0.95214,                0.97272,                0.70774,                 1.0761,                0.56487,                0.89703,             0.00051706,             0.00051706,             0.00051706
                    165,                 1.0291,                0.53041,                0.88216,                0.92321,                0.95861,                0.97332,                0.71011,                 1.0721,                0.56283,                 0.8988,             0.00051339,             0.00051339,             0.00051339
                    166,                 1.0474,                0.52933,                0.90392,                0.91362,                0.95418,                0.97203,                0.70741,                 1.0669,                0.54874,                0.89846,             0.00050973,             0.00050973,             0.00050973
                    167,                 1.0147,                 0.5085,                0.88676,                0.92222,                0.94192,                0.97039,                0.70743,                 1.0716,                0.54207,                0.89861,             0.00050606,             0.00050606,             0.00050606
                    168,                 1.0233,                0.51848,                0.88802,                0.92863,                0.93731,                0.96722,                0.69141,                 1.0932,                0.54258,                0.89984,             0.00050239,             0.00050239,             0.00050239
                    169,                0.99116,                0.50639,                0.87321,                0.93851,                0.93375,                0.96209,                0.69025,                 1.0746,                0.53608,                0.89829,             0.00049873,             0.00049873,             0.00049873
                    170,                 1.0518,                0.52537,                0.89693,                0.95057,                0.92655,                0.96818,                0.71446,                 1.0462,                0.53789,                0.89068,             0.00049506,             0.00049506,             0.00049506
                    171,                 1.0015,                0.51341,                0.87451,                0.91836,                0.95347,                0.97251,                0.72426,                 1.0401,                0.53421,                0.88841,              0.0004914,              0.0004914,              0.0004914
                    172,                0.96985,                0.50356,                0.88459,                0.91498,                0.94741,                 0.9736,                0.71806,                 1.0432,                0.52818,                0.89158,             0.00048773,             0.00048773,             0.00048773
                    173,                 1.0124,                0.51023,                0.88445,                0.93842,                0.95307,                0.97362,                0.71876,                 1.0289,                0.52616,                 0.8903,             0.00048406,             0.00048406,             0.00048406
                    174,                 1.0236,                0.51581,                0.86668,                0.92254,                0.91561,                 0.9509,                0.71958,                 1.0551,                0.54408,                0.89062,              0.0004804,              0.0004804,              0.0004804
                    175,                0.99879,                0.50396,                0.87057,                0.89622,                0.94642,                0.96554,                0.72114,                 1.0388,                0.54645,                 0.8877,             0.00047673,             0.00047673,             0.00047673
                    176,                0.95583,                0.49641,                0.87043,                0.91235,                0.94171,                0.96086,                0.72393,                 1.0215,                0.52931,                0.88634,             0.00047306,             0.00047306,             0.00047306
                    177,                0.95583,                 0.4889,                0.86196,                0.91488,                0.93749,                0.96435,                0.72708,                 1.0315,                0.52263,                0.89037,              0.0004694,              0.0004694,              0.0004694
                    178,                0.97586,                0.48581,                0.86808,                0.92695,                0.94686,                0.96836,                0.73035,                 1.0315,                0.51624,                0.89813,             0.00046573,             0.00046573,             0.00046573
                    179,                0.97695,                0.49866,                0.88171,                0.93787,                0.94526,                0.97108,                0.73094,                 1.0258,                0.51611,                0.89711,             0.00046206,             0.00046206,             0.00046206
                    180,                 0.9825,                0.49707,                0.87078,                0.94723,                0.93542,                0.97493,                0.73105,                 1.0223,                0.51923,                0.89061,              0.0004584,              0.0004584,              0.0004584
                    181,                0.97457,                0.48649,                0.89102,                0.93149,                0.94662,                0.97287,                0.73165,                 1.0207,                0.51662,                0.88931,             0.00045473,             0.00045473,             0.00045473
                    182,                0.93555,                0.48216,                0.86736,                0.92453,                0.95054,                 0.9673,                0.72135,                 1.0099,                0.51334,                0.88626,             0.00045107,             0.00045107,             0.00045107
                    183,                0.94742,                0.48295,                0.86817,                0.90667,                  0.954,                0.96219,                  0.708,                 1.0293,                0.52109,                0.88842,              0.0004474,              0.0004474,              0.0004474
                    184,                0.92461,                0.48458,                 0.8593,                0.91149,                0.96701,                0.96954,                0.70326,                 1.0318,                0.53066,                0.88718,             0.00044373,             0.00044373,             0.00044373
                    185,                0.94162,                0.48668,                 0.8696,                0.92212,                0.96104,                0.97329,                0.71555,                 1.0128,                0.52205,                0.88512,             0.00044007,             0.00044007,             0.00044007
                    186,                0.97217,                0.49211,                0.85403,                0.92171,                0.95527,                0.97204,                0.73469,                 1.0072,                0.50418,                0.88308,              0.0004364,              0.0004364,              0.0004364
                    187,                0.94691,                0.48121,                 0.8662,                0.94158,                0.94817,                0.97598,                0.73188,                 1.0206,                0.50721,                0.88452,             0.00043273,             0.00043273,             0.00043273
                    188,                0.95862,                 0.4831,                0.87363,                0.92556,                0.94978,                0.97737,                0.72248,                 1.0026,                0.50817,                0.88371,             0.00042907,             0.00042907,             0.00042907
                    189,                0.94078,                0.48727,                0.87009,                0.92976,                0.95594,                0.97924,                0.72946,                0.98628,                0.50489,                 0.8815,              0.0004254,              0.0004254,              0.0004254
                    190,                0.93895,                0.47274,                0.86376,                0.95318,                0.92827,                0.97709,                0.73217,                   1.01,                0.50522,                0.88525,             0.00042174,             0.00042174,             0.00042174
                    191,                0.97318,                 0.4868,                0.87097,                0.96674,                0.92961,                0.97609,                0.73361,                 1.0433,                0.51465,                0.89057,             0.00041807,             0.00041807,             0.00041807
                    192,                0.95327,                0.48041,                0.86366,                0.92308,                0.93331,                0.96936,                0.72269,                 1.0253,                0.51385,                0.88645,              0.0004144,              0.0004144,              0.0004144
                    193,                0.95453,                0.48452,                0.86529,                0.90984,                0.94001,                0.96996,                0.71905,                 1.0124,                0.51161,                0.88629,             0.00041074,             0.00041074,             0.00041074
                    194,                0.93213,                0.47735,                0.85561,                 0.9283,                0.94482,                0.97059,                0.72015,                 1.0056,                0.51127,                0.88392,             0.00040707,             0.00040707,             0.00040707
                    195,                0.91804,                0.47056,                 0.8615,                0.93743,                0.93247,                0.97085,                0.72896,                 1.0023,                0.50792,                0.88193,              0.0004034,              0.0004034,              0.0004034
                    196,                0.91031,                 0.4598,                0.87405,                 0.9511,                   0.92,                0.96819,                0.74279,                0.96876,                0.49031,                0.87389,             0.00039974,             0.00039974,             0.00039974
                    197,                 0.9245,                0.47335,                0.85972,                 0.9497,                0.93669,                0.97094,                0.74797,                 0.9492,                0.48346,                0.87016,             0.00039607,             0.00039607,             0.00039607
                    198,                0.93558,                 0.4739,                0.86041,                0.96693,                0.92894,                0.97029,                0.75925,                0.94703,                  0.486,                0.86989,             0.00039241,             0.00039241,             0.00039241
                    199,                0.91165,                0.47532,                  0.861,                0.97359,                0.93392,                0.97686,                0.75634,                0.96227,                0.48789,                0.87292,             0.00038874,             0.00038874,             0.00038874
                    200,                0.92277,                0.45686,                0.85402,                0.96711,                 0.9429,                0.97449,                0.74222,                0.98611,                0.49375,                0.87814,             0.00038507,             0.00038507,             0.00038507
                    201,                0.93269,                0.47025,                0.85599,                0.94433,                0.96818,                 0.9771,                0.73794,                0.96226,                0.50006,                0.87505,             0.00038141,             0.00038141,             0.00038141
                    202,                0.89596,                 0.4724,                0.86049,                0.96685,                0.94308,                0.97863,                0.74356,                0.94842,                0.50011,                0.87394,             0.00037774,             0.00037774,             0.00037774
                    203,                0.85728,                0.45412,                0.86701,                0.94984,                0.96253,                0.97931,                0.74145,                0.95406,                0.49487,                  0.875,             0.00037407,             0.00037407,             0.00037407
                    204,                0.90353,                0.46947,                0.84508,                0.93878,                0.95317,                0.97899,                0.73182,                0.98623,                0.49596,                0.87952,             0.00037041,             0.00037041,             0.00037041
                    205,                0.86817,                0.44769,                0.84968,                0.94825,                0.94989,                0.98041,                0.73298,                0.97072,                0.49357,                0.87547,             0.00036674,             0.00036674,             0.00036674
                    206,                0.89463,                0.45637,                0.85515,                0.94457,                0.95731,                0.97955,                0.75598,                0.95006,                0.48824,                0.86949,             0.00036307,             0.00036307,             0.00036307
                    207,                0.85631,                0.45468,                0.85489,                0.96561,                0.94583,                0.98002,                0.75442,                 0.9583,                0.49461,                0.87147,             0.00035941,             0.00035941,             0.00035941
                    208,                0.89976,                0.45923,                0.85608,                 0.9585,                0.95323,                0.98038,                0.76385,                0.96561,                0.49692,                0.87333,             0.00035574,             0.00035574,             0.00035574
                    209,                0.88861,                 0.4518,                0.85706,                0.97024,                0.95102,                0.98106,                0.76594,                0.94375,                0.48287,                0.86893,             0.00035208,             0.00035208,             0.00035208
                    210,                0.88811,                  0.448,                0.84859,                0.95457,                0.95445,                0.98087,                0.76052,                0.93668,                0.48071,                0.86892,             0.00034841,             0.00034841,             0.00034841
                    211,                0.83183,                0.44216,                0.83867,                0.96611,                0.95643,                0.98162,                0.75743,                 0.9305,                0.48134,                0.86899,             0.00034474,             0.00034474,             0.00034474
                    212,                0.85493,                0.45084,                0.85986,                0.96129,                0.94611,                0.97938,                0.75476,                0.92993,                0.49206,                 0.8693,             0.00034108,             0.00034108,             0.00034108
                    213,                0.84353,                0.44148,                0.85059,                 0.9692,                0.94409,                0.97889,                0.75595,                0.92131,                0.48762,                0.86825,             0.00033741,             0.00033741,             0.00033741
                    214,                0.83292,                0.44031,                0.84044,                0.95823,                0.95149,                0.97922,                0.75216,                0.93012,                0.48612,                0.86704,             0.00033374,             0.00033374,             0.00033374
                    215,                0.84015,                0.44331,                0.84007,                0.95767,                0.94986,                 0.9798,                 0.7543,                0.92134,                0.47364,                0.86547,             0.00033008,             0.00033008,             0.00033008
                    216,                0.83018,                0.44852,                0.84324,                0.95174,                0.95521,                0.98138,                  0.758,                0.92695,                0.46619,                0.86648,             0.00032641,             0.00032641,             0.00032641
                    217,                0.83774,                0.43669,                0.84999,                 0.9521,                0.95469,                0.98101,                 0.7553,                0.92233,                 0.4637,                0.86719,             0.00032275,             0.00032275,             0.00032275
                    218,                0.82661,                0.43285,                0.84126,                0.94854,                0.95823,                0.98072,                0.75039,                 0.9409,                 0.4749,                0.86917,             0.00031908,             0.00031908,             0.00031908
                    219,                0.83628,                0.44099,                0.84645,                0.94856,                0.95723,                0.98149,                0.75135,                 0.9333,                0.47821,                0.86809,             0.00031541,             0.00031541,             0.00031541
                    220,                0.83872,                0.44144,                0.84419,                0.94892,                0.95787,                0.98268,                0.76113,                0.89984,                0.46088,                0.86577,             0.00031175,             0.00031175,             0.00031175
                    221,                0.82045,                0.43536,                0.83203,                0.97128,                0.95067,                0.98438,                0.76681,                0.89955,                0.45825,                0.86531,             0.00030808,             0.00030808,             0.00030808
                    222,                0.82898,                0.44077,                0.84244,                0.93856,                0.94896,                0.98175,                 0.7668,                0.90259,                0.46208,                0.86421,             0.00030441,             0.00030441,             0.00030441
                    223,                0.84735,                 0.4368,                0.83013,                0.94319,                0.94493,                0.98157,                0.77661,                 0.8833,                0.46003,                0.86078,             0.00030075,             0.00030075,             0.00030075
                    224,                0.84412,                0.44562,                0.83927,                0.94396,                 0.9485,                0.98097,                0.78088,                0.86615,                0.46439,                0.85652,             0.00029708,             0.00029708,             0.00029708
                    225,                0.79888,                0.41773,                0.82891,                0.96413,                 0.9378,                0.98128,                0.77621,                0.88227,                0.46506,                0.85779,             0.00029342,             0.00029342,             0.00029342
                    226,                0.80556,                0.42473,                0.83913,                0.95649,                0.95885,                0.98305,                0.76349,                0.90906,                 0.4649,                0.86171,             0.00028975,             0.00028975,             0.00028975
                    227,                0.80311,                0.42684,                0.83569,                0.95321,                0.95617,                0.98311,                0.76686,                0.89754,                0.46116,                0.86156,             0.00028608,             0.00028608,             0.00028608
                    228,                 0.8357,                0.43014,                0.82794,                0.93923,                0.96716,                0.98238,                0.77291,                0.86948,                0.45458,                0.85976,             0.00028242,             0.00028242,             0.00028242
                    229,                0.79174,                0.41558,                0.83284,                  0.941,                0.96447,                0.98273,                0.76987,                0.87197,                0.45258,                0.85956,             0.00027875,             0.00027875,             0.00027875
                    230,                0.82151,                0.42362,                0.84171,                0.93658,                0.96805,                0.98136,                0.76909,                0.89394,                0.45391,                0.86159,             0.00027508,             0.00027508,             0.00027508
                    231,                0.76708,                0.41381,                 0.8319,                0.93404,                0.97035,                0.98126,                0.77294,                0.88733,                0.45538,                0.86009,             0.00027142,             0.00027142,             0.00027142
                    232,                0.80638,                0.42537,                 0.8404,                0.93875,                0.97187,                0.98045,                0.76925,                0.89498,                0.45598,                 0.8607,             0.00026775,             0.00026775,             0.00026775
                    233,                0.79677,                0.41197,                0.83787,                0.94243,                0.96674,                0.98499,                0.76604,                0.90598,                0.45523,                0.86174,             0.00026408,             0.00026408,             0.00026408
                    234,                0.75875,                 0.4013,                0.83355,                0.95908,                0.95293,                0.98421,                 0.7612,                0.93585,                 0.4654,                0.86585,             0.00026042,             0.00026042,             0.00026042
                    235,                0.77888,                0.40952,                0.83288,                0.96551,                0.95149,                0.98459,                0.76456,                0.92288,                0.46413,                0.86409,             0.00025675,             0.00025675,             0.00025675
                    236,                 0.7867,                0.40667,                0.82518,                0.97173,                0.96228,                0.98429,                0.78198,                0.89119,                0.45867,                0.85993,             0.00025309,             0.00025309,             0.00025309
                    237,                0.77407,                0.40529,                0.83584,                0.96848,                0.96575,                 0.9835,                0.78446,                0.88559,                0.45586,                0.85861,             0.00024942,             0.00024942,             0.00024942
                    238,                0.79674,                0.41405,                0.82602,                0.97077,                0.96712,                0.98414,                0.77759,                0.88878,                0.45293,                 0.8592,             0.00024575,             0.00024575,             0.00024575
                    239,                0.80424,                0.42252,                0.83455,                 0.9693,                0.96731,                0.98421,                0.78334,                0.88845,                0.45087,                 0.8595,             0.00024209,             0.00024209,             0.00024209
                    240,                0.77322,                 0.4094,                0.83812,                0.96552,                0.96416,                0.98445,                0.78732,                0.87596,                 0.4473,                0.85879,             0.00023842,             0.00023842,             0.00023842
                    241,                0.79179,                0.41267,                0.83345,                0.96698,                0.96328,                0.98422,                 0.7879,                0.86536,                0.44515,                0.85698,             0.00023475,             0.00023475,             0.00023475
                    242,                0.78181,                0.40975,                   0.84,                0.97163,                0.96414,                0.98448,                0.78375,                0.86079,                0.44089,                0.85596,             0.00023109,             0.00023109,             0.00023109
                    243,                0.78222,                0.41657,                0.82691,                0.97175,                0.95955,                  0.984,                0.78295,                0.85598,                0.44108,                0.85521,             0.00022742,             0.00022742,             0.00022742
                    244,                0.75093,                0.40402,                0.83334,                0.96538,                0.96394,                0.98387,                 0.7828,                0.86103,                0.44097,                0.85482,             0.00022376,             0.00022376,             0.00022376
                    245,                 0.7506,                0.40688,                0.83121,                0.96877,                0.96412,                 0.9847,                0.78437,                 0.8676,                0.44198,                0.85565,             0.00022009,             0.00022009,             0.00022009
                    246,                0.75782,                0.40105,                0.82172,                0.96867,                0.96105,                0.98478,                0.78594,                0.86295,                0.44451,                0.85609,             0.00021642,             0.00021642,             0.00021642
                    247,                0.77219,                 0.4091,                0.82794,                0.95515,                0.96853,                0.98431,                0.77556,                0.87173,                0.44948,                 0.8573,             0.00021276,             0.00021276,             0.00021276
                    248,                0.77569,                0.40774,                 0.8264,                0.95162,                0.97009,                0.98282,                 0.7722,                0.86133,                 0.4525,                0.85622,             0.00020909,             0.00020909,             0.00020909
                    249,                0.73921,                0.39415,                0.82782,                0.95947,                0.96356,                0.98364,                0.77457,                0.84804,                0.44335,                0.85482,             0.00020542,             0.00020542,             0.00020542
                    250,                0.78003,                0.40126,                0.83543,                0.96309,                0.96051,                0.98425,                0.77148,                0.85087,                0.43921,                0.85601,             0.00020176,             0.00020176,             0.00020176
                    251,                0.76647,                0.40365,                0.82885,                0.96143,                0.96029,                0.98391,                0.76286,                0.87201,                0.44308,                0.85848,             0.00019809,             0.00019809,             0.00019809
                    252,                0.75166,                0.39661,                0.83217,                0.96528,                0.95887,                0.98326,                0.75775,                0.89231,                0.44726,                0.86129,             0.00019442,             0.00019442,             0.00019442
                    253,                0.72784,                0.39548,                0.84132,                0.95973,                 0.9615,                0.98391,                 0.7634,                0.88061,                0.44763,                0.85955,             0.00019076,             0.00019076,             0.00019076
                    254,                0.74121,                0.38883,                0.82257,                0.94225,                0.96606,                0.98388,                0.76872,                0.87037,                  0.449,                0.85794,             0.00018709,             0.00018709,             0.00018709
                    255,                0.74181,                0.39784,                0.83461,                0.94009,                0.96597,                0.98433,                0.76994,                 0.8836,                0.45128,                0.85966,             0.00018343,             0.00018343,             0.00018343
                    256,                0.75292,                0.39494,                 0.8217,                0.93992,                 0.9683,                0.98337,                  0.773,                0.88087,                 0.4514,                0.85799,             0.00017976,             0.00017976,             0.00017976
                    257,                 0.7205,                0.38475,                0.81768,                0.94484,                0.96069,                0.98331,                0.77722,                0.86877,                0.45025,                0.85592,             0.00017609,             0.00017609,             0.00017609
                    258,                0.74516,                0.38982,                0.83097,                0.94781,                0.96759,                0.98358,                0.78152,                 0.8662,                 0.4477,                0.85571,             0.00017243,             0.00017243,             0.00017243
                    259,                0.70471,                0.38085,                0.81217,                0.94681,                0.96867,                0.98385,                 0.7806,                0.86938,                0.44702,                0.85654,             0.00016876,             0.00016876,             0.00016876
                    260,                0.71401,                0.38653,                0.82398,                0.95033,                0.96745,                0.98422,                0.78597,                0.83554,                0.43541,                0.85288,             0.00016509,             0.00016509,             0.00016509
                    261,                0.72701,                0.39621,                0.82195,                 0.9564,                0.96781,                0.98499,                0.79197,                0.82235,                0.42945,                0.85088,             0.00016143,             0.00016143,             0.00016143
                    262,                0.70055,                0.37568,                0.81975,                0.95899,                0.97044,                0.98556,                0.79711,                0.81983,                0.42564,                0.84987,             0.00015776,             0.00015776,             0.00015776
                    263,                0.70817,                0.37473,                0.82575,                0.95931,                0.97122,                0.98531,                0.79164,                0.82865,                0.42642,                0.85065,              0.0001541,              0.0001541,              0.0001541
                    264,                0.70775,                0.38509,                0.81626,                0.95674,                0.97038,                0.98481,                0.78991,                0.83443,                0.42684,                0.85083,             0.00015043,             0.00015043,             0.00015043
                    265,                0.68701,                0.37169,                0.81642,                0.95934,                0.97096,                0.98534,                0.79011,                0.82467,                0.42586,                0.84971,             0.00014676,             0.00014676,             0.00014676
                    266,                0.67515,                 0.3648,                0.80477,                0.95537,                0.97076,                0.98575,                0.79219,                0.81502,                0.42465,                0.84911,              0.0001431,              0.0001431,              0.0001431
                    267,                0.70392,                0.37744,                0.82144,                0.95527,                0.96928,                0.98554,                0.78841,                0.82369,                0.42518,                0.85046,             0.00013943,             0.00013943,             0.00013943
                    268,                0.70012,                0.37605,                0.81641,                  0.953,                0.96755,                0.98569,                0.77908,                0.84977,                 0.4295,                 0.8532,             0.00013576,             0.00013576,             0.00013576
                    269,                0.69294,                0.37423,                0.82053,                0.95206,                 0.9672,                0.98559,                0.77751,                0.84545,                0.42752,                0.85198,              0.0001321,              0.0001321,              0.0001321
                    270,                 0.6797,                0.36772,                0.81711,                0.95109,                0.97443,                0.98616,                 0.7851,                0.82149,                0.42363,                0.84899,             0.00012843,             0.00012843,             0.00012843
                    271,                0.68892,                0.37004,                0.81895,                0.95292,                0.97256,                0.98603,                0.78936,                0.82129,                0.42451,                0.84889,             0.00012477,             0.00012477,             0.00012477
                    272,                0.68473,                0.36194,                 0.8139,                0.95462,                0.96933,                0.98616,                0.79438,                0.82088,                0.42104,                0.84767,              0.0001211,              0.0001211,              0.0001211
                    273,                0.69015,                0.37553,                0.81571,                0.96699,                0.96515,                0.98651,                0.78865,                0.82917,                 0.4217,                0.84839,             0.00011743,             0.00011743,             0.00011743
                    274,                0.67606,                0.36109,                0.80381,                0.96644,                0.96429,                0.98634,                0.78644,                0.82825,                0.42113,                0.84838,             0.00011377,             0.00011377,             0.00011377
                    275,                0.70551,                0.37577,                0.82604,                0.95753,                  0.965,                0.98578,                0.78657,                0.82312,                0.42033,                0.84805,              0.0001101,              0.0001101,              0.0001101
                    276,                0.69125,                0.36545,                0.82334,                 0.9551,                0.96921,                0.98613,                0.79516,                0.79916,                0.41346,                0.84543,             0.00010643,             0.00010643,             0.00010643
                    277,                0.68189,                0.37126,                0.81083,                0.95488,                0.96881,                0.98619,                0.79595,                0.79825,                0.41164,                0.84505,             0.00010277,             0.00010277,             0.00010277
                    278,                0.66674,                0.35721,                0.81214,                0.95149,                0.97106,                0.98582,                0.79455,                0.80803,                0.41109,                0.84644,             9.9101e-05,             9.9101e-05,             9.9101e-05
                    279,                0.67073,                0.36604,                0.82401,                0.95478,                0.96909,                0.98619,                0.79193,                0.81138,                0.41004,                0.84714,             9.5435e-05,             9.5435e-05,             9.5435e-05
                    280,                 0.6717,                0.37153,                0.81678,                0.96159,                0.96414,                0.98677,                0.79235,                0.81507,                0.40983,                0.84827,             9.1769e-05,             9.1769e-05,             9.1769e-05
                    281,                0.66408,                0.35645,                0.81229,                0.95879,                0.96545,                0.98662,                0.79206,                 0.8194,                0.41141,                0.84884,             8.8102e-05,             8.8102e-05,             8.8102e-05
                    282,                0.66865,                0.36017,                0.81783,                0.95705,                0.96625,                0.98686,                 0.7929,                0.81556,                0.41214,                0.84833,             8.4436e-05,             8.4436e-05,             8.4436e-05
                    283,                0.65002,                0.35624,                0.81446,                 0.9556,                 0.9673,                0.98691,                0.79652,                0.80711,                0.41113,                0.84702,              8.077e-05,              8.077e-05,              8.077e-05
                    284,                 0.6389,                0.35098,                0.81225,                0.95339,                 0.9692,                0.98666,                0.80311,                0.80106,                0.41033,                0.84554,             7.7103e-05,             7.7103e-05,             7.7103e-05
                    285,                0.66848,                0.36602,                0.81282,                0.95346,                0.96852,                0.98577,                0.80098,                0.80339,                 0.4134,                0.84564,             7.3437e-05,             7.3437e-05,             7.3437e-05
                    286,                0.66724,                0.35963,                0.81197,                0.95245,                0.96623,                0.98567,                0.79958,                 0.8062,                0.41539,                0.84572,             6.9771e-05,             6.9771e-05,             6.9771e-05
                    287,                0.65257,                0.35236,                0.80689,                0.95311,                0.96679,                0.98551,                0.79953,                0.80418,                0.41399,                0.84549,             6.6105e-05,             6.6105e-05,             6.6105e-05
                    288,                 0.6543,                0.35548,                0.81202,                0.96053,                0.96689,                0.98446,                0.80477,                0.79367,                0.40974,                 0.8447,             6.2438e-05,             6.2438e-05,             6.2438e-05
                    289,                0.65706,                0.35947,                0.81606,                0.96091,                0.96722,                0.98428,                 0.8044,                0.79503,                0.40919,                0.84471,             5.8772e-05,             5.8772e-05,             5.8772e-05
                    290,                0.64251,                0.35681,                0.81784,                0.96382,                0.96709,                0.98405,                0.80149,                 0.7872,                0.40664,                0.84403,             5.5106e-05,             5.5106e-05,             5.5106e-05
                    291,                0.68513,                 0.3682,                0.82598,                0.96424,                0.96722,                0.98415,                0.80211,                0.78405,                0.40549,                0.84377,             5.1439e-05,             5.1439e-05,             5.1439e-05
                    292,                0.62805,                0.34944,                0.80525,                0.96603,                0.96788,                 0.9858,                0.80303,                0.78066,                0.40286,                0.84302,             4.7773e-05,             4.7773e-05,             4.7773e-05
                    293,                0.66206,                0.35583,                0.81393,                 0.9658,                0.96855,                 0.9869,                 0.8077,                0.77869,                0.40105,                0.84255,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    294,                 0.5887,                0.33009,                0.81226,                0.97865,                0.96341,                0.98801,                0.81171,                0.77399,                0.39844,                0.84176,              4.044e-05,              4.044e-05,              4.044e-05
                    295,                0.64062,                 0.3529,                0.81135,                0.97434,                0.96907,                0.98737,                0.81448,                0.77359,                0.39836,                0.84143,             3.6774e-05,             3.6774e-05,             3.6774e-05
                    296,                0.63548,                0.34143,                0.82115,                0.97489,                0.97079,                0.98808,                0.81359,                 0.7694,                 0.3963,                0.84064,             3.3108e-05,             3.3108e-05,             3.3108e-05
                    297,                0.63396,                0.35266,                  0.802,                0.97334,                0.96969,                0.98744,                0.81263,                0.76765,                0.39704,                0.84021,             2.9442e-05,             2.9442e-05,             2.9442e-05
                    298,                0.63099,                0.34222,                0.81005,                0.97317,                 0.9711,                 0.9874,                0.81203,                0.76269,                0.39539,                0.83945,             2.5775e-05,             2.5775e-05,             2.5775e-05
                    299,                0.62887,                0.34252,                   0.81,                0.97245,                0.97191,                0.98738,                0.81311,                0.76142,                0.39654,                0.83921,             2.2109e-05,             2.2109e-05,             2.2109e-05
                    300,                0.61261,                0.34689,                0.79848,                0.97273,                0.97071,                0.98637,                0.81368,                0.76057,                0.39548,                0.83893,             1.8443e-05,             1.8443e-05,             1.8443e-05
